trial,epoch,loss,mae,val_loss,val_mae
0,12,1.243118,0.903360,1.022709,0.848595
0,13,1.256312,0.901848,1.023400,0.830448
0,0,26.760366,3.883644,2.021947,1.115438
0,1,2.028291,1.181740,1.998442,1.210769
0,2,1.597179,1.031102,1.128831,0.828670
0,3,1.368277,0.931187,1.043149,0.822661
0,4,1.248457,0.916894,1.047523,0.866662
0,5,1.153417,0.868315,1.009339,0.836758
0,6,1.209583,0.885464,1.007672,0.827851
0,7,1.145970,0.871850,1.002349,0.833168
0,8,1.121814,0.858271,0.999735,0.822528
0,9,1.092868,0.839994,0.993002,0.822302
0,10,1.116434,0.868148,0.985658,0.820570
0,11,1.089572,0.833860,0.979607,0.814479
0,12,1.074253,0.837671,0.968616,0.818258
0,13,1.053880,0.820503,0.958486,0.804943
0,14,1.005286,0.824534,0.944603,0.799632
0,0,3.374807,1.465729,1.728891,1.119688
0,1,1.725816,1.053378,1.238311,0.947021
0,2,1.366710,0.946856,1.040675,0.860176
0,3,1.095333,0.858888,1.006060,0.832019
0,4,1.040347,0.842007,1.012010,0.825546
0,5,1.007861,0.830426,1.006552,0.823818
0,6,1.009325,0.828258,1.003969,0.817902
0,7,0.991450,0.820799,1.000211,0.816458
0,8,0.999562,0.831083,0.995373,0.815839
0,9,0.991607,0.824938,0.984826,0.811745
0,10,0.938733,0.798701,0.984973,0.807045
0,11,0.949840,0.809177,0.993313,0.802497
0,12,0.976623,0.816139,0.981991,0.803466
0,13,0.940586,0.805969,0.980215,0.798983
0,14,0.936243,0.796865,0.963242,0.825545
0,0,25.387583,4.055629,12.615022,3.405675
0,1,7.158561,2.155694,5.392373,2.095515
0,2,3.358233,1.482025,1.799109,1.027344
0,3,1.944861,1.124263,1.022468,0.835180
0,4,1.319077,0.921951,1.126100,0.903093
0,5,1.399856,0.963780,1.011577,0.834070
0,6,1.219005,0.907341,1.042043,0.814977
0,7,1.254247,0.914114,0.994599,0.822132
0,8,1.144925,0.864021,0.992770,0.832550
0,9,1.164299,0.880569,0.989007,0.808598
0,10,1.080786,0.838998,1.002645,0.846914
0,11,1.100172,0.858907,0.965091,0.813150
0,12,1.148704,0.873182,0.964859,0.820751
0,13,1.123465,0.870213,0.949703,0.803648
0,14,0.990643,0.809213,0.935334,0.800131
0,0,21.649975,3.698415,8.059943,2.648558
0,1,5.230463,1.839142,2.929017,1.482352
0,2,2.181749,1.200330,1.633472,0.978670
0,3,1.458420,0.977052,1.154411,0.914662
0,4,1.236641,0.926978,1.038815,0.834866
0,5,1.298522,0.921897,1.029453,0.838381
0,6,1.205712,0.902639,1.026235,0.845084
0,7,1.229505,0.899019,1.023772,0.833164
0,8,1.170823,0.885159,1.020294,0.846070
0,9,1.154485,0.875391,1.014180,0.830093
0,10,1.199489,0.909254,1.009439,0.842464
0,11,1.159504,0.886322,1.003579,0.841017
0,12,1.114960,0.862086,1.002167,0.845354
0,13,1.132028,0.863576,0.989942,0.829124
0,14,1.083736,0.857281,0.989911,0.808910
0,0,187.917496,8.498438,14.159170,3.620084
0,1,8.062624,2.438315,1.085758,0.827807
0,2,3.295966,1.457953,1.442859,0.908978
0,3,2.158353,1.196667,1.323860,0.981070
0,4,1.864966,1.101923,1.028841,0.846505
0,5,1.868924,1.097542,1.072698,0.827682
0,6,1.692433,1.029449,1.059180,0.871528
0,7,1.696075,1.053450,1.032026,0.831797
0,8,1.580988,1.001494,1.024349,0.844613
0,9,1.393051,0.962374,1.023793,0.846197
0,10,1.420992,0.958003,1.018925,0.836399
0,11,1.234484,0.914359,1.017314,0.833130
0,12,1.123107,0.873564,1.017279,0.844199
0,13,1.046285,0.855157,1.028518,0.822408
0,14,1.016440,0.831680,1.027339,0.854879
0,0,231.574997,8.833364,7.868671,2.614852
0,1,6.288802,2.042675,1.642333,0.974927
0,2,5.168241,1.780247,1.059754,0.825307
0,3,4.329132,1.687155,1.319706,0.978188
0,4,3.674435,1.520534,1.050138,0.825760
0,5,2.470351,1.261522,1.039394,0.860437
0,6,1.890870,1.123804,1.022751,0.829600
0,7,1.332117,0.937081,1.024545,0.827405
0,8,1.164768,0.871949,1.047714,0.869460
0,9,1.113757,0.859501,0.999549,0.836128
0,10,1.190944,0.898709,1.003470,0.831398
0,11,1.103712,0.858984,1.013150,0.817173
0,12,1.083539,0.846672,0.997492,0.823082
0,13,1.030226,0.842505,0.993925,0.837415
0,14,0.990946,0.811967,0.968319,0.805152
0,0,1.664017,1.053575,1.241027,0.867717
0,1,1.379802,0.975693,1.090603,0.847374
0,2,1.082946,0.844334,1.077045,0.871534
0,3,1.043681,0.840958,1.017804,0.831587
0,4,0.963650,0.808319,1.013983,0.814205
0,5,0.954348,0.815431,0.998208,0.810540
0,6,0.947103,0.805072,0.968583,0.802703
0,7,0.887860,0.774235,0.942319,0.793809
0,8,0.869421,0.765528,0.931834,0.778955
0,9,0.830998,0.743642,0.902044,0.784443
0,10,0.805184,0.731312,0.879455,0.764488
0,11,0.774866,0.711197,0.872782,0.756661
0,12,0.756174,0.710288,0.869545,0.765795
0,13,0.723450,0.683106,0.852241,0.751773
0,14,0.705867,0.684756,0.845587,0.752375
